,week_index,age_index,count
0,10,6,4
1,10,7,6
2,10,8,6
3,11,6,3
4,11,7,9
5,11,8,23
6,12,7,3
7,12,8,12
8,12,99,2
9,13,6,2
10,13,7,4
11,13,8,12
12,14,8,16
13,14,99,1
14,15,8,8
15,16,8,7
16,16,99,1
17,17,8,2
18,18,8,2
19,19,7,3
20,19,8,16
21,21,8,2
22,25,8,2
23,27,8,2
24,33,8,3
25,33,99,1
26,34,99,1
27,35,8,3
28,35,99,1
29,36,8,2
30,38,8,3
31,38,99,1
32,99,5,3
33,99,6,13
34,99,7,17
35,99,8,45
